Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,7.161
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,1991,53.708891
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1991,4.33132322477119
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1991,49717198.0
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,13.0289528923177
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,1991,91.64807442029398
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,5.63
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,1991,69.38338753625736
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1991,2.51983177629257
Ghana,GHA,"Population, total",SP.POP.TOTL,1991,15787496.0
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,36.5466714503918
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,1991,104.48635701974574
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,5.94
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,1991,41.547798432723056
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1991,3.23997624716531
Kenya,KEN,"Population, total",SP.POP.TOTL,1991,23646514.0
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,18.2983212940893
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,1991,93.4621238269268
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,6.426
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,1991,109.48995026186633
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,1991,2.64110316371064
Nigeria,NGA,"Population, total",SP.POP.TOTL,1991,99720162.0
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,35.9657628204929
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1991,70.85162085667002
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,3.618
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,1991,34.365049584119895
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1991,2.28466181858316
South Africa,ZAF,"Population, total",SP.POP.TOTL,1991,41687898.0
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1991,52.4000015258789
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,98.9806477701929
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,6.256
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,1992,25.39898246282076
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,1992,2.86561545097735
Cameroon,CMR,"Population, total",SP.POP.TOTL,1992,12006353.0
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,41.4395077111738
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,89.94242207472077
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,6.639
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,1992,17.30394565624931
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,1992,3.37819074562411
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,1992,39228910.0
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,31.1112109993961
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,79.48940133452501
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,4.149
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,1992,61.761675624089605
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1992,2.3894924999556
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,1992,61480660.0
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,43.1765905116707
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,95.89263788929054
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,7.125
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,1992,53.708891
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1992,4.20762887536633
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1992,51853747.0
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,13.2797353575599
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,91.27755881084212
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,5.517
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,1992,71.1297134569746
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1992,2.48576941139296
Ghana,GHA,"Population, total",SP.POP.TOTL,1992,16184855.0
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,37.3800591655132
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,103.38789356862776
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,5.74
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,1992,42.840882735355095
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1992,3.06483168454324
Kenya,KEN,"Population, total",SP.POP.TOTL,1992,24382460.0
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,18.3803510644475
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,92.775318527314
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,6.391
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,1992,112.4024396938854
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,1992,2.62528760714312
Nigeria,NGA,"Population, total",SP.POP.TOTL,1992,102372770.0
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,36.7456434131176
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1992,71.10256125894632
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,3.479
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,1992,34.98793082129108
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1992,1.79631209038171
South Africa,ZAF,"Population, total",SP.POP.TOTL,1992,42443509.0
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1992,52.6805094926402
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,98.6382657534088
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,6.155
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,1993,26.132578113431062
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,1993,2.84736268467474
Cameroon,CMR,"Population, total",SP.POP.TOTL,1993,12353131.0
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,42.0958101970685
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,90.00520388260583
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,6.641
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,1993,17.933585937672305
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,1993,3.57407160295395
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,1993,40656336.0
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,31.5480979038271
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,78.47369835676339
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,3.993
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,1993,63.20325581395349
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1993,2.30727793019304
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,1993,62915681.0
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,42.9872125093605
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,96.47872204176448
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,7.088
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,1993,53.708891
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1993,3.51513575633339
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1993,53708891.0
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,13.5107604305191
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,90.53518048706982
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,5.414
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,1993,72.90814362309924
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1993,2.46951819870346
Ghana,GHA,"Population, total",SP.POP.TOTL,1993,16589519.0
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,38.233449206358
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,102.18950174512612
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,5.569
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,1993,44.13182696700285
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1993,2.96883713169678
Kenya,KEN,"Population, total",SP.POP.TOTL,1993,25117188.0
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,18.4500145151536
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,91.97546480587566
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,6.354
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,1993,115.42109314096864
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,1993,2.65014775362862
Nigeria,NGA,"Population, total",SP.POP.TOTL,1993,105122069.0
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,37.5335756091442
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1993,70.19668206307495
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,3.372
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,1993,35.691627166986784
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1993,1.99129597975592
South Africa,ZAF,"Population, total",SP.POP.TOTL,1993,43297156.0
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1993,52.893505042748
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,98.14460065487252
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,6.043
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,1994,26.87673838082545
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,1994,2.8078428743676
Cameroon,CMR,"Population, total",SP.POP.TOTL,1994,12704903.0
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,42.7381230483001
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,88.7095935203807
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,6.643
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,1994,18.802794821464012
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,1994,4.73302553589306
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,1994,42626876.0
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,31.9966004745173
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,77.3905241296368
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,3.865
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,1994,64.57942538550404
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1994,2.15400517051219
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,1994,64285589.0
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,42.823655436222
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,97.07303624224052
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,7.051
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,1994,55.611508
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1994,3.48116024765652
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1994,55611508.0
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,13.7172676452417
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,89.52144279601283
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,5.254
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,1994,74.68220972136767
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1994,2.40415651514833
Ghana,GHA,"Population, total",SP.POP.TOTL,1994,16993190.0
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,39.0969127667762
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,100.91159965140378
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,5.438
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,1994,45.43193238921882
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1994,2.903399231403
Kenya,KEN,"Population, total",SP.POP.TOTL,1994,25857130.0
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,18.5149411548647
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,91.17190853727688
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,6.319
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,1994,118.51039669730008
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,1994,2.64135723468862
Nigeria,NGA,"Population, total",SP.POP.TOTL,1994,107935714.0
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,38.3306573470114
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1994,70.18072537274678
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,3.258
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,1994,36.2744223429424
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1994,1.61967461179144
South Africa,ZAF,"Population, total",SP.POP.TOTL,1994,44004139.0
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1994,53.0838026074521
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,97.51612639262048
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,5.919
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,1995,27.62479321359819
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,1995,2.74525060356896
Cameroon,CMR,"Population, total",SP.POP.TOTL,1995,13058516.0
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,43.3654956418773
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,88.36899949763975
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,6.676
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,1995,19.5997900355087
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,1995,4.15133342018812
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,1995,44433704.0
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,32.4561710395319
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,76.19058954398248
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,3.764
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,1995,65.95270681601286
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1995,2.10420542038277
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,1995,65652622.0
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,42.7019009364527
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,97.62123966875444
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,6.998
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,1995,57.537335
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1995,3.40438831875411
Ethiopia,ETH,"Population, total",SP.POP.TOTL,1995,57537335.0
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,13.8825578689575
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,88.61026713490905
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,5.106
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,1995,76.46575107673377
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1995,2.36010348077285
Ghana,GHA,"Population, total",SP.POP.TOTL,1995,17399017.0
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,39.960521040618
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,99.66540232744995
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,5.372
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,1995,46.74025898724391
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1995,2.83906557159965
Kenya,KEN,"Population, total",SP.POP.TOTL,1995,26601751.0
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,18.5827604922377
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,90.45466275704982
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,6.273
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,1995,121.67663405689692
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,1995,2.63662927453146
Nigeria,NGA,"Population, total",SP.POP.TOTL,1995,110819428.0
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,39.1364103583649
South Africa,ZAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1995,71.47356173194727
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,3.172
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,1995,36.71743563956508
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1995,1.21388535311637
South Africa,ZAF,"Population, total",SP.POP.TOTL,1995,44541554.0
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1995,53.2962166180026
Cameroon,CMR,Age dependency ratio (% of working-age population),SP.POP.DPND,1996,96.68769838657438
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1996,5.795
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,1996,28.37840748027332
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,1996,2.69148816728723
Cameroon,CMR,"Population, total",SP.POP.TOTL,1996,13414757.0
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1996,43.9769773548092
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,1996,90.84353784087604
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1996,6.672
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,1996,19.9802051123707
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,1996,1.92231853470865
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,1996,45296124.0
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1996,32.9262619269359
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,1996,74.95366777176325
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1996,3.7
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,1996,67.33441960922195
